customer_id,age,income,time_spent,purchase_amount,purchase_date,product_category
1273,45.0,57207.867900361605,,,2023-12-23,Groceries
3863,34.0,46788.807809964055,9.409731805045702,30.0,2023-11-08,Health
1920,34.0,74560.6041921627,10.49949667034192,30.0,2023-05-22,Clothing
556,34.0,71536.9628931536,4.192686984640737,10.0,2023-01-04,Home
1966,29.0,10000.0,4.312240730797937,10.0,2023-02-09,Home
625,29.0,67049.372868659,9.316042555764604,30.0,2023-11-15,Groceries
3128,22.0,10000.0,30.515493935708527,100.0,2023-02-03,Home
492,29.0,38768.84507338749,3.964227468664003,10.0,2023-03-01,Health
24,34.0,error,4.161672316364602,10.0,2023-07-28,Electronics
4793,22.0,18612.208092506327,60.49372991596505,200.0,2023-04-16,Health
502,29.0,63604.604168352584,,,2023-11-03,Groceries
1406,29.0,10000.0,10.4409085197086,30.0,2023-02-10,Health
1922,,14121.57773616074,8.949644781963851,30.0,2023-04-09,Health
240,22.0,39815.73274801731,9.439027809232082,30.0,2023-07-24,Clothing
4642,34.0,62594.79028817476,7.150971756880055,20.0,2023-02-15,Health
4012,34.0,22204.397136146617,6.790857843603786,20.0,2023-08-14,Health
2099,45.0,69081.70204313257,3.5619279838646603,10.0,2023-03-13,Health
2227,34.0,46760.90366117345,3.7120464614155253,10.0,2023-04-03,Groceries
1871,45.0,54379.278317119504,10.578384943721693,30.0,2023-12-31,Clothing
1339,22.0,37178.37466923289,30.52012598030135,100.0,2023-02-01,Groceries
3324,29.0,36867.518584005906,9.531759023538136,30.0,2023-07-16,Groceries
2395,60.0,63818.219147843854,3.679131272204181,10.0,2023-09-18,Groceries
2415,29.0,92916.49850152977,6.523320676563754,20.0,2023-08-01,Clothing
4539,22.0,43564.94592019583,6.842532812471195,20.0,2023-02-13,Health
430,22.0,39079.16402366557,25.316511198247653,80.0,2023-01-11,Health
4255,22.0,62873.37506044982,6.901407687075722,20.0,2023-12-26,Clothing
3705,60.0,12539.88338138759,7.587414255258863,20.0,2023-12-25,Clothing
4097,,48324.338002218705,6.76498456886293,20.0,2023-08-18,Clothing
423,22.0,38067.418827765396,4.053580623770441,10.0,2023-06-01,Electronics
3728,22.0,49174.80694699879,9.81691757499693,30.0,2023-05-30,Clothing
804,29.0,44298.11485915972,24.997147385524556,80.0,2023-04-24,Home
4169,34.0,30732.07317602862,7.148542385495523,20.0,2023-05-28,Electronics
1752,22.0,29056.848626194707,3.9042483770693717,10.0,2023-04-05,Electronics
1814,,29154.568239055032,4.114563619901668,10.0,2023-09-22,Home
2078,29.0,69278.50846111141,4.380977705728722,10.0,2023-01-09,Home
1555,22.0,47429.074134960865,,,2023-03-23,Groceries
4238,45.0,44947.502623947265,3.5419483907429297,10.0,2023-07-11,Electronics
1418,22.0,44503.09398660416,9.77679259949764,30.0,2023-08-17,Home
2917,45.0,37636.79102632745,,,2023-01-31,Home
3631,45.0,37196.91086330776,6.979978426357541,20.0,2023-11-04,Home
4002,45.0,58897.07075114976,6.965678584733964,20.0,2023-07-05,Home
2952,45.0,58996.5442745302,10.116664362909544,30.0,2023-01-19,Home
2054,60.0,53429.38635180782,2.8792622777933046,10.0,2023-10-20,Health
1880,29.0,55371.871620885955,6.337764548450907,20.0,2023-11-15,Electronics
3803,45.0,57714.21681062905,30.574800141075013,100.0,2023-03-29,Clothing
734,29.0,30746.979761620474,30.423290178129008,100.0,2023-07-10,Home
928,29.0,39557.36859960015,9.980168633431,30.0,2023-10-02,Electronics
3133,60.0,64637.961384687624,7.06304075493502,20.0,2023-03-21,Health
66,29.0,37402.30895272379,6.602831772715503,20.0,2023-01-27,Groceries
3098,22.0,34348.17274903734,9.707412152284434,30.0,2023-03-15,Health
2848,34.0,63748.535102530084,3.8301373035473913,10.0,2023-04-28,Home
2318,34.0,43372.954018243014,4.6982286246686025,10.0,2023-06-09,Electronics
1323,60.0,73821.71709546953,15.823418444098479,50.0,2023-10-28,Home
1533,45.0,46602.95284644539,4.775078062843971,10.0,2023-08-08,Health
953,22.0,28715.599863653024,6.8638953514060415,20.0,2023-04-16,Home
4354,25.0,70549.58686705383,10.266870432340802,30.0,2023-04-16,Groceries
4044,29.0,33184.562202027504,7.458197892413721,20.0,2023-05-20,Electronics
3667,45.0,42491.851070320765,6.201057045945568,20.0,2023-04-25,Health
1169,,40387.04117023517,7.7454349385218375,20.0,2023-09-08,Electronics
417,34.0,61828.8430350371,6.49927150075583,20.0,2023-02-16,Electronics
1733,29.0,23620.630033949787,6.649248415416347,20.0,2023-05-23,Electronics
3182,34.0,49107.86935633997,3.31895613027211,10.0,2023-02-27,Electronics
2183,,80606.69128708822,9.78474841216699,30.0,2023-06-01,Clothing
1633,45.0,30401.48850435511,47.086856701532646,150.0,2023-11-05,Health
3428,29.0,39890.20489110978,7.451548726790406,20.0,2023-03-15,Electronics
85,34.0,34376.872437377715,3.305626969294987,10.0,2023-12-09,Clothing
2060,29.0,37381.3833252442,6.374145554469821,20.0,2023-04-04,Clothing
4534,34.0,38455.42548578858,10.282638283976926,30.0,2023-02-05,Home
1433,29.0,58632.63259275195,7.068158266447498,20.0,2023-04-25,Health
4871,34.0,51697.30916722208,30.914200590353566,100.0,2023-06-06,Home
4655,34.0,41274.73935639943,7.085022138793695,20.0,2023-05-16,Electronics
1184,60.0,36327.31435427225,6.65850874586198,20.0,2023-06-28,Groceries
2576,29.0,52886.52943452074,6.764191029215734,20.0,2023-03-15,Home
3401,22.0,67031.82091786395,9.691068910554847,30.0,2023-03-14,Health
4362,29.0,52777.1206486176,10.32625457768326,30.0,2023-06-07,Health
2823,29.0,10000.0,3.740055112521303,10.0,2023-12-19,Health
394,45.0,37088.5585592921,9.766872458445295,30.0,2023-11-12,Clothing
107,34.0,47913.144140262164,9.87444126666339,30.0,2023-04-11,Clothing
2706,45.0,31268.159875127156,7.013120710516748,20.0,2023-06-20,Home
3162,,44044.0768755208,4.478287904362991,10.0,2023-07-11,Electronics
2068,34.0,33258.19732769921,6.044632453456063,20.0,2023-06-15,Electronics
3287,34.0,53212.99880706233,7.234703537168424,20.0,2023-09-04,Electronics
2104,45.0,41671.23133503949,10.81339915538776,30.0,2023-10-20,Clothing
1841,34.0,59146.48562173531,6.456805080963429,20.0,2023-01-14,Electronics
1296,22.0,74051.53010450455,6.721367720859236,20.0,2023-05-05,Electronics
2528,25.0,36731.27685561024,4.218301979619975,10.0,2023-12-27,Clothing
3444,25.0,56282.58992901332,7.648168485566836,20.0,2023-10-30,Health
1345,45.0,25662.065793196656,4.777090988415958,10.0,2023-06-15,Clothing
3968,,65663.19775554021,3.6791844292483864,10.0,2023-07-22,Clothing
1420,60.0,52282.0298445304,3.8629697492392134,10.0,2023-06-25,Health
1484,,63117.842755751655,7.207794571357937,20.0,2023-10-15,Electronics
469,22.0,36633.09610306397,10.550007535932291,30.0,2023-11-05,Health
9,unknown,60305.88643248935,31.155804720910012,100.0,2023-09-16,Home
1667,22.0,67973.38320678349,16.43209913766801,50.0,2023-04-29,Electronics
890,22.0,26273.27145780291,6.904357274674113,20.0,2023-01-17,Electronics
4240,34.0,55943.200476164435,31.40120656498665,100.0,2023-12-19,Groceries
2381,45.0,42242.484362750605,10.255587411355235,30.0,2023-06-21,Clothing
158,45.0,51445.57930768578,3.759113986313305,10.0,2023-07-29,Clothing
3286,22.0,48983.984227609326,3.8938823475680087,10.0,2023-03-31,Groceries
2320,34.0,65464.79973331519,46.30461048442933,150.0,2023-06-04,Health
1492,34.0,43097.062377239454,10.790163053500542,30.0,2023-10-02,Home
3489,,50794.27643439269,24.99795645074903,80.0,2023-11-21,Clothing
2165,29.0,96756.554907766,6.336650257271865,20.0,2023-05-01,Home
682,34.0,65435.92354471322,10.032052823993652,30.0,2023-10-20,Electronics
4794,34.0,37262.35222122085,31.401051810819745,100.0,2023-04-01,Groceries
2116,22.0,70512.64227745164,44.627087506487534,150.0,2023-07-11,Electronics
4140,29.0,72763.00661935237,10.189721745103197,30.0,2023-12-14,Electronics
4628,29.0,15554.861320849617,3.797491597591503,10.0,2023-11-27,Groceries
2716,34.0,80723.1354570989,15.013739134363,50.0,2023-03-21,Groceries
2599,34.0,55600.90685394809,9.939050733254165,30.0,2023-01-15,Home
4260,34.0,74736.64932254533,4.792090947434955,10.0,2023-12-17,Electronics
1502,29.0,39179.86268434201,3.290614775275463,10.0,2023-02-27,Health
2643,45.0,81883.55912408025,4.801194248900444,10.0,2023-12-19,Clothing
2790,25.0,32322.622097185413,10.053402966138822,30.0,2023-02-01,Groceries
30,,27954.605190882892,7.331847470824926,20.0,2023-10-23,Clothing
2139,22.0,80972.78590048073,4.391254271175551,10.0,2023-05-29,Groceries
3878,60.0,54685.18528913531,11.199159547540503,30.0,2023-01-05,Clothing
2789,25.0,83629.84914836031,3.5771729864404036,10.0,2023-02-18,Electronics
3831,34.0,44191.17035977701,10.008066824417895,30.0,2023-08-13,Home
1973,34.0,45301.51456958051,6.324121337985865,20.0,2023-09-22,Health
4134,29.0,53080.63683367175,4.398140854858839,10.0,2023-10-22,Groceries
1425,25.0,77264.579502645,6.111874070229401,20.0,2023-08-09,Clothing
3290,22.0,83750.96110473588,3.9471115232032137,10.0,2023-05-30,Clothing
1894,22.0,41599.44545411675,4.430113487849542,10.0,2023-11-25,Health
3774,45.0,63350.96160739991,16.886240951620053,50.0,2023-09-24,Home
3135,22.0,66014.03895091153,6.988979034805932,20.0,2023-06-21,Health
229,60.0,19143.935635142007,9.585400200878336,30.0,2023-09-13,Health
249,25.0,57915.97697419494,11.116457248693738,30.0,2023-11-26,Health
2330,22.0,64836.44588780253,9.76553479026927,30.0,2023-09-06,Health
152,22.0,54431.16947248421,30.500142773751673,100.0,2023-04-11,Electronics
4598,22.0,62922.59352048343,30.914842078746002,100.0,2023-11-24,Clothing
2941,34.0,35420.814999336755,15.245518358595204,50.0,2023-04-17,Home
656,22.0,75825.47678031758,4.208680680436204,10.0,2023-10-31,Home
857,,10000.0,10.242165674415547,30.0,2023-10-28,Clothing
228,34.0,35760.53545482155,4.247877118539965,10.0,2023-07-14,Home
4600,34.0,22759.13258290485,,,2023-07-23,Electronics
1439,22.0,38271.69702222453,10.733172396209678,30.0,2023-12-03,Health
3387,22.0,22487.318224272763,4.1903543331529605,10.0,2023-11-14,Groceries
180,22.0,47253.78068422241,7.141522636879401,20.0,2023-06-03,Groceries
4265,45.0,62245.39620210785,10.582012756063428,30.0,2023-05-28,Clothing
2268,45.0,36805.02717492069,30.822463474825305,100.0,2023-08-16,Groceries
4221,34.0,65815.18624465058,31.125596351156695,100.0,2023-12-07,Groceries
4768,22.0,32516.014599717004,3.6299805577467312,10.0,2023-11-10,Electronics
562,22.0,58259.978242755955,3.162567818224277,10.0,2023-03-26,Electronics
4809,22.0,67621.2437476133,10.088041495088548,30.0,2023-10-13,Health
473,,54009.19262827458,4.03510252909318,10.0,2023-11-21,Health
169,,72920.6028828413,9.92360350028564,30.0,2023-09-15,Home
1296,22.0,74051.53010450455,10.747114579939716,30.0,2023-05-05,Electronics
4452,29.0,43081.85438666344,3.74205955038844,10.0,2023-07-06,Groceries
777,22.0,64456.53789971024,,,2023-05-27,Electronics
2592,45.0,75106.9956057695,3.098889065393875,10.0,2023-11-06,Clothing
554,29.0,83547.54175610979,30.51638713264918,100.0,2023-04-03,Home
1011,22.0,65798.39444361704,24.801885838577267,80.0,2023-11-03,Health
4952,22.0,28482.12342551481,7.703802282889086,20.0,2023-03-12,Health
1703,34.0,65210.12239168285,15.546912276893968,50.0,2023-08-21,Groceries
3828,29.0,73330.56672442006,30.739943973185845,100.0,2023-05-07,Clothing
487,,52049.69284316415,6.326398182000538,20.0,2023-09-23,Groceries
2139,22.0,80972.78590048073,4.186821905285157,10.0,2023-05-29,Groceries
297,45.0,79065.50952085089,7.575364218823695,20.0,2023-07-12,Groceries
1210,25.0,32955.507140053516,6.540530953805522,20.0,2023-02-05,Electronics
4731,22.0,48651.06882889636,30.90177618682695,100.0,2023-02-21,Home
4397,34.0,52975.612696146105,6.770801632210169,20.0,2023-03-08,Health
2352,60.0,58724.7140960211,7.235530008929597,20.0,2023-06-07,Groceries
4184,34.0,67705.1264173192,10.320719178435125,30.0,2023-03-19,Groceries
1130,34.0,45606.610952980795,10.17044355480872,30.0,2023-04-24,Electronics
200,45.0,82767.19464541881,3.5802887038144835,10.0,2023-06-26,Health
1816,25.0,43371.37257436995,7.68136798078965,20.0,2023-11-17,Health
280,45.0,66895.487515634,7.2362505679918945,20.0,2023-07-27,Groceries
1035,22.0,77569.39254923009,9.887084397833245,30.0,2023-08-15,Health
894,34.0,51859.58493058819,3.750152415014505,10.0,2023-01-03,Groceries
1449,60.0,36011.70919753425,7.009969992122432,20.0,2023-10-31,Home
706,25.0,49308.98752092073,10.099445601196132,30.0,2023-09-28,Clothing
1437,34.0,62174.71178248834,9.740020362636214,30.0,2023-02-22,Home
2593,29.0,36286.501648197394,3.1527054642765497,10.0,2023-03-11,Clothing
4438,45.0,54614.23498149925,4.555332049972077,10.0,2023-05-26,Groceries
1870,45.0,78838.84803905201,3.7776449255902715,10.0,2023-10-06,Health
3320,45.0,50237.60869035584,3.4214358931030273,10.0,2023-03-20,Home
1392,22.0,73866.22011854252,9.726336243521498,30.0,2023-11-19,Groceries
3103,60.0,65959.5050916381,9.09158969202408,30.0,2023-03-14,Clothing
1324,22.0,33627.89946679843,10.605764183329837,30.0,2023-08-05,Electronics
2331,34.0,48160.630675939065,9.794886578254355,30.0,2023-10-22,Clothing
1118,60.0,41522.19915355295,3.436796765230701,10.0,2023-04-20,Clothing
1198,25.0,36819.2145022271,25.029647584319704,80.0,2023-06-20,Clothing
3943,22.0,52831.91573479766,9.81820292800359,30.0,2023-12-03,Home
2604,34.0,42613.62459683622,10.4435996767803,30.0,2023-06-27,Home
1617,25.0,49415.671882920295,3.2800861707242697,10.0,2023-07-13,Clothing
374,45.0,70118.49023592833,4.093539508267832,10.0,2023-03-11,Home
4348,29.0,11875.267598212391,7.9369554786402325,20.0,2023-02-12,Groceries
316,45.0,78489.91642493896,3.6243571585383814,10.0,2023-12-21,Clothing
2827,45.0,83011.45926465697,45.854082947613946,150.0,2023-01-11,Home
4770,34.0,40946.19702980934,,,2023-03-28,Groceries
81,60.0,12963.145368506826,10.47689976993594,30.0,2023-11-09,Health
4507,45.0,34268.558168842996,9.303979197177224,30.0,2023-08-08,Health
4223,60.0,14637.379345865636,4.541257092903344,10.0,2023-09-09,Groceries
4621,60.0,68560.31318303374,15.143745204474326,50.0,2023-07-26,Home
4501,29.0,45269.252332629294,3.9693779124134627,10.0,2023-11-29,Groceries
1472,45.0,67523.47863386151,3.965479414667361,10.0,2023-10-09,Home
1269,29.0,52143.39830519192,15.272587993277327,50.0,2023-11-06,Clothing
2378,45.0,47878.18729317159,15.799848952361177,50.0,2023-04-25,Clothing
2628,45.0,75777.26850412604,7.652702357257598,20.0,2023-12-09,Home
1874,45.0,63683.264172179086,24.756305685130222,80.0,2023-03-30,Health
2925,34.0,71895.9700445465,30.997879420513243,100.0,2023-11-18,Home
3167,60.0,10000.0,3.6740032954157877,10.0,2023-12-12,Home
2101,60.0,94040.27849319231,6.739464499207532,20.0,2023-02-06,Electronics
3064,29.0,65538.63384709657,4.8498326777038665,10.0,2023-04-23,Home
3403,25.0,40973.94271312671,6.347884375398852,20.0,2023-02-08,Clothing
1737,34.0,57194.77950253577,4.040652429975009,10.0,2023-09-28,Health
3371,22.0,54478.53747893213,6.729872520147321,20.0,2023-11-14,Health
506,22.0,51997.73908818426,4.482933821781522,10.0,2023-03-17,Clothing
3928,45.0,64501.62088895016,6.999882740968552,20.0,2023-06-10,Health
2941,34.0,35420.814999336755,6.183293294433844,20.0,2023-04-17,Home
4788,60.0,45335.83003587212,4.58126695122484,10.0,2023-05-13,Health
587,22.0,48937.863966061785,6.767563025413107,20.0,2023-10-11,Electronics
4196,22.0,62082.14910878088,,,2023-04-05,Electronics
2527,22.0,60613.662460200954,7.23198224852163,20.0,2023-04-02,Groceries
4725,22.0,30359.610055781905,25.06458341645057,80.0,2023-01-21,Health
2158,34.0,35638.70432763471,3.6392900807623167,10.0,2023-01-27,Clothing
2624,60.0,64144.62747608553,10.568546119245008,30.0,2023-12-15,Home
1176,29.0,38210.95200122563,24.329571680432657,80.0,2023-12-02,Health
1030,45.0,48379.080705565124,4.537135265615634,10.0,2023-10-09,Health
2940,,49114.533603107026,6.923849089242704,20.0,2023-09-17,Electronics
3379,22.0,62706.58390432413,9.592161871672852,30.0,2023-04-17,Health
1591,45.0,76310.16581880208,3.111887952499747,10.0,2023-08-03,Home
3415,45.0,56122.691062055106,7.321238392497307,20.0,2023-08-12,Groceries
486,60.0,33113.51925633858,9.201764526185096,30.0,2023-01-11,Home
4924,60.0,75437.99090847887,7.284126823276697,20.0,2023-06-27,Groceries
4087,22.0,17497.574822349503,4.202537630151215,10.0,2023-11-16,Clothing
89,60.0,67244.47023773954,10.163391073092795,30.0,2023-04-30,Groceries
1698,22.0,54632.149483361834,10.505704004182007,30.0,2023-02-21,Electronics
4858,60.0,73754.2676827691,9.788660783275608,30.0,2023-07-20,Clothing
654,45.0,53161.784506463686,7.709970822283356,20.0,2023-11-12,Health
4217,,58718.95259430945,7.102182526225048,20.0,2023-10-17,Home
3900,45.0,41042.447101360834,3.9525429658698403,10.0,2023-01-22,Health
2143,45.0,48097.76704598468,8.064462830467471,20.0,2023-07-28,Health
1150,60.0,35884.5303380927,9.337602087877698,30.0,2023-02-09,Health
3679,45.0,33954.56332130959,7.030088691631334,20.0,2023-04-16,Clothing
145,34.0,67191.69744687113,60.62691653199473,200.0,2023-11-15,Clothing
671,22.0,78838.9001160378,3.50061460624896,10.0,2023-12-20,Groceries
3510,22.0,59506.69850854982,4.4203158029496965,10.0,2023-12-15,Groceries
4978,22.0,66518.47166061307,10.07725168978372,30.0,2023-05-01,Clothing
2597,34.0,39667.716024797846,3.2456362646513406,10.0,2023-02-12,Electronics
2146,45.0,19043.968873819376,,,2023-07-13,Electronics
2219,60.0,52868.53133714986,8.976788416081174,30.0,2023-08-15,Home
1371,25.0,33898.096379389826,4.399106017850138,10.0,2023-08-20,Health
4702,22.0,53697.17308120729,7.569786297255859,20.0,2023-12-01,Clothing
1469,60.0,39469.36625807914,9.766947403308878,30.0,2023-04-29,Groceries
2811,22.0,44709.082025905554,7.458208488958638,20.0,2023-05-02,Home
3703,34.0,68906.2354247173,,,2023-04-10,Clothing
4105,34.0,37415.58654305275,3.960279332047059,10.0,2023-05-21,Clothing
3227,22.0,71704.44527323263,6.7943990100653195,20.0,2023-12-11,Electronics
4339,34.0,43666.40908131501,3.2709682441087464,10.0,2023-10-14,Home
4099,34.0,45953.22186259825,10.411056082213076,30.0,2023-01-05,Clothing
2488,60.0,40668.51857594447,3.679429381252474,10.0,2023-05-03,Clothing
101,,17682.264251790544,10.097359162376934,30.0,2023-08-24,Groceries
2928,25.0,23553.05130633409,10.362805885761706,30.0,2023-12-13,Groceries
732,45.0,28897.846490391014,3.973709272950679,10.0,2023-01-29,Electronics
3616,22.0,49690.56718546521,7.078158708311481,20.0,2023-10-24,Home
4578,22.0,72576.94975098778,45.9431408569569,150.0,2023-07-07,Electronics
4967,25.0,61295.52528628301,7.773378321795354,20.0,2023-08-17,Electronics
752,60.0,60537.95847331587,6.651588782422989,20.0,2023-03-22,Groceries
4373,22.0,67278.47099924892,10.05437525692461,30.0,2023-03-04,Groceries
2474,45.0,36396.530473040984,3.713715748930995,10.0,2023-09-30,Clothing
2657,45.0,14692.24825940052,15.699773796542734,50.0,2023-06-01,Home
4346,34.0,29524.881045842987,5.200095060603667,10.0,2023-12-26,Home
1096,22.0,36265.6931399341,9.772585142599606,30.0,2023-11-11,Home
882,45.0,49718.02068186657,7.859794960759981,20.0,2023-08-29,Electronics
1085,60.0,29360.67432305641,25.516514374231303,80.0,2023-06-04,Clothing
4297,22.0,82317.44980244627,9.955085818691401,30.0,2023-03-06,Health
1655,22.0,58188.770612845045,4.431535923898126,10.0,2023-08-11,Groceries
3442,29.0,34080.22179982492,9.778423707360677,30.0,2023-03-21,Electronics
1610,29.0,58132.44068445348,3.745618567659119,10.0,2023-09-08,Health
1666,60.0,42428.40513573692,3.6870621742708147,10.0,2023-01-20,Health
4993,34.0,62537.541270580434,10.084371723621633,30.0,2023-03-24,Home
3847,25.0,48843.267752448126,8.90732803923957,30.0,2023-09-28,Clothing
4425,34.0,61372.892320255414,45.791729781431485,150.0,2023-10-02,Groceries
1483,29.0,46448.08010482522,7.285679853582513,20.0,2023-11-12,Clothing
1341,34.0,70537.89236515829,3.371587474168603,10.0,2023-09-11,Electronics
747,34.0,21127.914756604703,60.6425455405041,200.0,2023-03-26,Home
3255,34.0,59003.11267893296,9.71496093236316,30.0,2023-02-02,Health
3160,34.0,47451.86255220081,4.494452141170021,10.0,2023-03-15,Home
1175,29.0,83467.27892305047,10.490687701850046,30.0,2023-03-07,Clothing
2903,,98824.43444943828,7.831504399913739,20.0,2023-06-23,Electronics
4039,45.0,31421.470350785392,11.095901103107472,30.0,2023-01-11,Clothing
4336,22.0,65629.94478921263,3.9200407506483903,10.0,2023-07-07,Health
4520,,10000.0,25.15898982743172,80.0,2023-12-29,Electronics
298,22.0,48435.38681882965,11.037714426269094,30.0,2023-07-30,Groceries
1706,22.0,81363.64859054652,7.1141894898734535,20.0,2023-09-11,Health
3771,29.0,45053.280722071635,3.826912720275744,10.0,2023-04-16,Groceries
1670,45.0,85330.23600655267,9.70200436778494,30.0,2023-10-04,Health
1486,34.0,49598.024964606964,10.03408460534952,30.0,2023-12-15,Health
1002,29.0,35436.561980603685,4.3017206399545636,10.0,2023-03-11,Electronics
231,45.0,40316.52097502526,3.9905709090228956,10.0,2023-09-28,Electronics
472,25.0,10000.0,8.575651684152765,30.0,2023-09-22,Groceries
3361,45.0,40866.04769953508,4.731210291977835,10.0,2023-03-01,Health
3733,34.0,33229.98767232096,3.9293428614411727,10.0,2023-01-01,Home
766,29.0,40317.630108303645,4.400655216693553,10.0,2023-01-10,Electronics
812,45.0,41862.295109912506,7.53910776406571,20.0,2023-01-26,Electronics
1221,25.0,48160.864347914685,11.005729096804973,30.0,2023-12-20,Groceries
2522,22.0,61982.06663727189,8.024499921074973,20.0,2023-08-03,Groceries
4821,34.0,26248.936664499197,7.463884703676411,20.0,2023-10-23,Health
1414,22.0,67898.2111205365,4.347989889442763,10.0,2023-02-02,Home
2916,45.0,44146.29082049446,7.374917070145657,20.0,2023-04-28,Clothing
2888,34.0,41284.71006058762,3.37877796176304,10.0,2023-11-19,Electronics
1254,22.0,41426.90946166933,4.51532504344616,10.0,2023-05-23,Health
2095,34.0,67250.8696923034,9.542706920089511,30.0,2023-11-21,Clothing
722,22.0,40573.685576977645,24.33205754807015,80.0,2023-07-01,Home
1057,45.0,66160.72378804143,61.19662636720256,200.0,2023-01-10,Electronics
2371,45.0,25208.239749499437,9.910033227096502,30.0,2023-03-31,Home
2589,22.0,61578.5729714247,25.694904696795113,80.0,2023-03-29,Groceries
3786,22.0,17683.07058066336,,,2023-05-17,Clothing
3382,34.0,54899.141863440076,9.637507006650821,30.0,2023-04-05,Clothing
880,22.0,46322.9221368158,6.851239041873784,20.0,2023-05-04,Home
2195,22.0,71798.09918181661,3.558414058229117,10.0,2023-02-11,Electronics
4818,45.0,79234.34032514237,7.191838624319668,20.0,2023-10-21,Home
2555,22.0,69945.31135317746,10.061036396860215,30.0,2023-09-27,Electronics
2389,45.0,76363.9413446805,3.6723745825814293,10.0,2023-06-18,Groceries
3108,,26938.313365204354,5.920736913288451,20.0,2023-11-12,Electronics
1515,22.0,37426.913898508596,6.955866460672451,20.0,2023-02-14,Groceries
658,34.0,76203.83816161794,6.1882369430800095,20.0,2023-10-24,Clothing
4136,,72723.82749285085,7.59597732661697,20.0,2023-05-27,Clothing
1039,22.0,26040.671415654768,25.365926245368904,80.0,2023-01-21,Groceries
3802,60.0,61989.01372643408,24.702161124971536,80.0,2023-05-27,Clothing
3826,22.0,15518.76378263929,7.137874682800196,20.0,2023-08-04,Home
3614,45.0,55285.804203065025,4.045419166602455,10.0,2023-01-16,Home
2986,25.0,27378.655289948245,6.624893090310604,20.0,2023-01-03,Health
150,34.0,78410.08574542127,7.508195410739741,20.0,2023-11-26,Home
3448,45.0,66663.58862540363,10.314785218458724,30.0,2023-11-24,Electronics
2334,45.0,51690.539675686494,7.407884097479536,20.0,2023-01-01,Clothing
2700,45.0,85933.30403350035,9.167048171682517,30.0,2023-09-21,Health
1363,29.0,44853.99998764421,9.75636766244671,30.0,2023-03-04,Health
1753,,84220.57618381575,4.3469248335143735,10.0,2023-12-22,Electronics
1534,34.0,82734.7992366128,10.271614676812241,30.0,2023-07-11,Electronics
927,34.0,52938.70596773375,4.673536820970044,10.0,2023-12-04,Groceries
3779,45.0,46559.17281469055,9.995584345632675,30.0,2023-12-15,Groceries
3419,22.0,34806.539644948934,7.831910366510833,20.0,2023-10-11,Home
